ContigName	Description
jgi|Nemve1|156769|e_gw.12522.2.1	Tyrosine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_02006}
jgi|Nemve1|156779|e_gw.12529.1.1	Patatin-like protein 1
jgi|Nemve1|156783|e_gw.12554.2.1	Keratin-associated protein 4-3
jgi|Nemve1|156786|e_gw.12559.3.1	uncharacterized protein LOC106592361 {ECO:0000313|RefSeq:XP_014039172.1}
jgi|Nemve1|156794|e_gw.12603.1.1	Uncharacterized protein K02A2.6
jgi|Nemve1|156799|e_gw.12633.3.1	Asparagine synthetase [glutamine-hydrolyzing] 3
jgi|Nemve1|15679|gw.408.30.1	E3 ubiquitin-protein ligase rnf146
jgi|Nemve1|156816|e_gw.12711.3.1	Protein SON
jgi|Nemve1|156819|e_gw.12737.1.1	Putative hydrolase RBBP9
jgi|Nemve1|156831|e_gw.12797.7.1	30S ribosomal protein S11 {ECO:0000255|HAMAP-Rule:MF_01310}
jgi|Nemve1|156832|e_gw.12797.2.1	30S ribosomal protein S4 {ECO:0000255|HAMAP-Rule:MF_01306}
jgi|Nemve1|156842|e_gw.12824.1.1	Uracil phosphoribosyltransferase
jgi|Nemve1|156844|e_gw.12829.1.1	Endoglycoceramidase {ECO:0000312|EMBL:BAD20464.1}
jgi|Nemve1|156857|e_gw.12862.1.1	No_Description
jgi|Nemve1|156863|e_gw.12885.6.1	No_Description
jgi|Nemve1|156868|e_gw.12905.1.1	Glycerol-3-phosphate dehydrogenase 1-like protein
jgi|Nemve1|156872|e_gw.12951.1.1	Solute carrier family 22 member 13
jgi|Nemve1|156874|e_gw.12960.2.1	Probable HTH-type transcriptional regulator LtrA
jgi|Nemve1|156878|e_gw.13038.2.1	Myosin regulatory light polypeptide 9
jgi|Nemve1|156896|e_gw.13164.1.1	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
jgi|Nemve1|156910|e_gw.13263.1.1	ATP synthase gamma chain {ECO:0000255|HAMAP-Rule:MF_00815}
jgi|Nemve1|156930|e_gw.13326.5.1	Putative uncharacterized protein encoded by LINC00269
jgi|Nemve1|156933|e_gw.13326.1.1	Putative uncharacterized protein encoded by LINC00269
jgi|Nemve1|156941|e_gw.13333.2.1	Kelch-like protein 3
jgi|Nemve1|156943|e_gw.13333.3.1	Histone H3.2
jgi|Nemve1|156946|e_gw.13342.3.1	"Aldehyde dehydrogenase 5, mitochondrial"
jgi|Nemve1|156952|e_gw.13387.1.1	Leucine-rich repeat-containing protein 69
jgi|Nemve1|156959|e_gw.13429.1.1	Uncharacterized protein C6orf15 homolog
jgi|Nemve1|156960|e_gw.13444.3.1	Pyruvate carboxylase
jgi|Nemve1|156965|e_gw.13469.1.1	Sodium/potassium-transporting ATPase subunit alpha-2
jgi|Nemve1|156988|e_gw.13707.1.1	Arginine/ornithine transport ATP-binding protein AotP
jgi|Nemve1|156989|e_gw.13776.1.1	ATP-dependent RNA helicase DDX1
jgi|Nemve1|156990|e_gw.13787.1.1	Chaperone protein ClpB
jgi|Nemve1|15699|gw.458.1.1	No_Description
jgi|Nemve1|1569|gw.343.3.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSDARP00000133713}
jgi|Nemve1|157003|e_gw.13806.3.1	Uncharacterized metal-dependent hydrolase YabD {ECO:0000305}
jgi|Nemve1|157013|e_gw.13815.1.1	Putative uncharacterized protein ART2
jgi|Nemve1|157020|e_gw.13919.1.1	"Uncharacterized protein {ECO:0000313|EMBL:ELT95859.1, ECO:0000313|EnsemblMetazoa:CapteP45722}"
jgi|Nemve1|157021|e_gw.13955.3.1	Uncharacterized protein {ECO:0000313|VectorBase:BGLB008482-PA}
jgi|Nemve1|157033|e_gw.14010.1.1	Fumarylacetoacetase
jgi|Nemve1|157036|e_gw.14012.1.1	Transcription factor glial cells missing
jgi|Nemve1|157060|e_gw.14183.1.1	2-isopropylmalate synthase {ECO:0000255|HAMAP-Rule:MF_01025}
jgi|Nemve1|157064|e_gw.14191.1.1	Putative senescence-associated protein {ECO:0000313|EMBL:BAB33421.1}
jgi|Nemve1|157068|e_gw.14223.2.1	Neuropeptide Y receptor type 1
jgi|Nemve1|157072|e_gw.14237.2.1	"Dynein heavy chain 5, axonemal"
jgi|Nemve1|157074|e_gw.14280.3.1	Zinc finger protein 83
jgi|Nemve1|157078|e_gw.14289.2.1	Homeobox protein SIX5
jgi|Nemve1|157082|e_gw.14292.1.1	3-oxoacyl-[acyl-carrier-protein] synthase 2
jgi|Nemve1|157084|e_gw.14353.2.1	"Translation factor GUF1 homolog, mitochondrial"
jgi|Nemve1|157090|e_gw.14387.1.1	Meprin A subunit beta
jgi|Nemve1|157094|e_gw.14406.2.1	L-methionine gamma-lyase {ECO:0000305|PubMed:11083813}
jgi|Nemve1|157096|e_gw.14406.1.1	Methionine synthase
jgi|Nemve1|157127|e_gw.14474.1.1	Contactin-associated protein-like 5
jgi|Nemve1|15712|gw.290.31.1	Mucin 17-like protein {ECO:0000313|EMBL:KOB52057.1}
jgi|Nemve1|157134|e_gw.14518.2.1	TNF receptor-associated factor 1
jgi|Nemve1|157137|e_gw.14546.2.1	Hybrid signal transduction histidine kinase I
jgi|Nemve1|157154|e_gw.14593.3.1	Uncharacterized protein {ECO:0000313|Ensembl:ENSACAP00000018590}
jgi|Nemve1|157164|e_gw.14599.1.1	Mothers against decapentaplegic homolog 4
jgi|Nemve1|157166|e_gw.14647.1.1	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
jgi|Nemve1|157171|e_gw.14678.2.1	Arabinose 5-phosphate isomerase KdsD
jgi|Nemve1|157186|e_gw.14777.1.1	Urease subunit gamma {ECO:0000255|HAMAP-Rule:MF_00739}
jgi|Nemve1|157196|e_gw.14966.6.1	Dihydrolipoyl dehydrogenase 3
jgi|Nemve1|157200|e_gw.14979.6.1	Probable U3 small nucleolar RNA-associated protein 11
jgi|Nemve1|157205|e_gw.15002.2.1	Mitochondrial substrate carrier family protein ucpB
jgi|Nemve1|157208|e_gw.15006.1.1	N-(5'-phosphoribosyl)anthranilate isomerase {ECO:0000255|HAMAP-Rule:MF_00135}
jgi|Nemve1|157211|e_gw.15036.1.1	Choline-phosphate cytidylyltransferase B
jgi|Nemve1|157218|e_gw.15084.1.1	Adenylosuccinate lyase
jgi|Nemve1|157231|e_gw.15140.2.1	Glutathione hydrolase 1 proenzyme
jgi|Nemve1|157233|e_gw.15148.1.1	Tyrosine--tRNA ligase {ECO:0000255|HAMAP-Rule:MF_02006}
jgi|Nemve1|157235|e_gw.15164.1.1	Uncharacterized protein {ECO:0000313|EMBL:EJC97564.1}
jgi|Nemve1|157238|e_gw.15188.2.1	Alpha-2B adrenergic receptor
jgi|Nemve1|157243|e_gw.15231.1.1	DNA-binding transcriptional regulator BolA {ECO:0000250|UniProtKB:P0ABE2}
jgi|Nemve1|157247|e_gw.15284.2.1	Fructose-bisphosphate aldolase
jgi|Nemve1|157258|e_gw.15352.2.1	Trans-L-3-hydroxyproline dehydratase
jgi|Nemve1|157261|e_gw.15400.2.1	Uncharacterized protein {ECO:0000313|EMBL:OIW06860.1}
jgi|Nemve1|157272|e_gw.15471.3.1	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
jgi|Nemve1|157286|e_gw.15528.2.1	Dihydrolipoyl dehydrogenase 3
jgi|Nemve1|157288|e_gw.15540.3.1	Regulatory protein ada
jgi|Nemve1|157296|e_gw.15645.2.1	ATP-dependent Clp protease proteolytic subunit {ECO:0000255|HAMAP-Rule:MF_00444}
jgi|Nemve1|157309|e_gw.15679.1.1	Histone H2B
jgi|Nemve1|157359|e_gw.15970.2.1	50S ribosomal protein L31 {ECO:0000255|HAMAP-Rule:MF_00501}
jgi|Nemve1|157362|e_gw.16027.3.1	Pyroglutamylated RFamide peptide receptor
jgi|Nemve1|157388|e_gw.16220.4.1	Peptide chain release factor 2 {ECO:0000255|HAMAP-Rule:MF_00094}
jgi|Nemve1|157396|e_gw.16272.2.1	3-isopropylmalate dehydrogenase
jgi|Nemve1|157401|e_gw.16321.1.1	NADH-ubiquinone oxidoreductase 49 kDa subunit
jgi|Nemve1|157418|e_gw.16368.4.1	Uncharacterized protein {ECO:0000313|EnsemblPlants:TRIUR3_19084-P1}
jgi|Nemve1|157428|e_gw.16429.2.1	Electron transfer flavoprotein-ubiquinone oxidoreductase
jgi|Nemve1|157430|e_gw.16437.1.1	Putative senescence-associated protein {ECO:0000313|EMBL:BAB33421.1}
jgi|Nemve1|157439|e_gw.16538.2.1	Uncharacterized protein {ECO:0000313|EMBL:OCA18606.1}
jgi|Nemve1|157442|e_gw.16589.1.1	Choline/ethanolamine kinase
jgi|Nemve1|157443|e_gw.16666.1.1	putative proline-rich protein 21 {ECO:0000313|RefSeq:XP_014029460.1}
jgi|Nemve1|157444|e_gw.16683.1.1	Probable deferrochelatase/peroxidase YfeX
jgi|Nemve1|157445|e_gw.16715.1.1	Uncharacterized protein {ECO:0000313|EMBL:EFJ39553.1}
jgi|Nemve1|157449|e_gw.16812.3.1	Thioredoxin
jgi|Nemve1|157460|e_gw.16917.2.1	Basement membrane-specific heparan sulfate proteoglycan core protein
jgi|Nemve1|157467|e_gw.17013.1.1	Phosphoglycerate kinase {ECO:0000255|HAMAP-Rule:MF_00145}
jgi|Nemve1|157476|e_gw.17049.5.1	Glutaredoxin 4
jgi|Nemve1|157486|e_gw.17117.1.1	von Willebrand factor D and EGF domain-containing protein
jgi|Nemve1|157496|e_gw.17196.1.1	Subtilin transport ATP-binding protein SpaT
jgi|Nemve1|157501|e_gw.17247.1.1	Protein TAR1
jgi|Nemve1|157504|e_gw.17286.4.1	Predicted protein {ECO:0000313|EMBL:EEH50842.1}
jgi|Nemve1|157514|e_gw.17411.1.1	DNA-directed RNA polymerase II subunit RPB1
jgi|Nemve1|157522|e_gw.17422.1.1	Chemotaxis response regulator protein-glutamate methylesterase 1 {ECO:0000255|HAMAP-Rule:MF_00099}
jgi|Nemve1|157527|e_gw.17475.3.1	Major prion protein homolog
jgi|Nemve1|157535|e_gw.17564.2.1	Unconventional myosin-X
jgi|Nemve1|157542|e_gw.17690.1.1	Uncharacterized protein {ECO:0000313|EMBL:KKY00280.1}
jgi|Nemve1|157543|e_gw.17739.3.1	Xaa-Pro dipeptidase {ECO:0000255|HAMAP-Rule:MF_01279}
jgi|Nemve1|157548|e_gw.17749.4.1	S-antigen protein
jgi|Nemve1|157556|e_gw.17824.3.1	Non-specific lipid-transfer protein
jgi|Nemve1|157561|e_gw.17827.2.1	F-box only protein 3
jgi|Nemve1|157564|e_gw.17936.3.1	Cysteine desulfurase IscS {ECO:0000255|HAMAP-Rule:MF_00331}
jgi|Nemve1|157567|e_gw.17957.3.1	Aspartate-semialdehyde dehydrogenase {ECO:0000255|HAMAP-Rule:MF_02121}
jgi|Nemve1|157575|e_gw.18091.3.1	Vacuolar protein sorting-associated protein 27
jgi|Nemve1|157581|e_gw.18138.3.1	Putative uncharacterized protein ART2
jgi|Nemve1|157583|e_gw.18193.1.1	Cytochrome c oxidase subunit 1
jgi|Nemve1|157590|e_gw.18409.1.1	Probable multidrug resistance protein YoeA
jgi|Nemve1|157608|e_gw.18649.2.1	Citrate synthase
jgi|Nemve1|157610|e_gw.18736.2.1	Caltractin ICL1f
jgi|Nemve1|157613|e_gw.18806.1.1	Autophagy-related protein 2 homolog A
jgi|Nemve1|157617|e_gw.18823.3.1	Metallophosphoesterase MPPED2
jgi|Nemve1|157618|e_gw.18823.1.1	Cytochrome P450 3A19
jgi|Nemve1|157624|e_gw.18969.1.1	DEP domain-containing mTOR-interacting protein
jgi|Nemve1|157632|estExt_gwp.C_10011	Hydroxyacid oxidase 1
jgi|Nemve1|157638|estExt_gwp.C_10037	Meprin A subunit beta
jgi|Nemve1|157648|estExt_gwp.C_10051	E3 ubiquitin-protein ligase RING2
jgi|Nemve1|157664|estExt_gwp.C_10086	Pyruvate kinase PKM
jgi|Nemve1|157669|estExt_gwp.C_10091	DNA fragmentation factor subunit beta
jgi|Nemve1|157697|estExt_gwp.C_10169	Endothelin-converting enzyme 1
jgi|Nemve1|157700|estExt_gwp.C_10172	Membrane progestin receptor epsilon {ECO:0000303|PubMed:23763432}
jgi|Nemve1|157704|estExt_gwp.C_10176	Membrane progestin receptor epsilon {ECO:0000303|PubMed:23763432}
jgi|Nemve1|157705|estExt_gwp.C_10177	Anoctamin-7
jgi|Nemve1|157719|estExt_gwp.C_10199	AP-4 complex subunit epsilon-1
jgi|Nemve1|157740|estExt_gwp.C_10232	"Sulfide:quinone oxidoreductase, mitochondrial {ECO:0000305}"
jgi|Nemve1|157742|estExt_gwp.C_10237	Fibrillin-1
jgi|Nemve1|157748|estExt_gwp.C_10243	Actin-like protein 6B
jgi|Nemve1|157758|estExt_gwp.C_10271	Cilia- and flagella-associated protein 74 {ECO:0000305}
jgi|Nemve1|15775|gw.142.18.1	Uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
jgi|Nemve1|157764|estExt_gwp.C_10302	Membrane progestin receptor gamma-A
jgi|Nemve1|157770|estExt_gwp.C_10312	DDB1- and CUL4-associated factor 10
jgi|Nemve1|157776|estExt_gwp.C_10318	Double-stranded RNA-specific adenosine deaminase
jgi|Nemve1|15778|gw.360.25.1	SUMO-specific isopeptidase USPL1
jgi|Nemve1|157790|estExt_gwp.C_10467	Dickkopf-3 related protein {ECO:0000313|EMBL:AAQ91437.1}
jgi|Nemve1|157808|estExt_gwp.C_10520	Calcium/calmodulin-dependent protein kinase type II subunit delta
jgi|Nemve1|157829|estExt_gwp.C_10650	Mitochondrial enolase superfamily member 1
jgi|Nemve1|15785|gw.237.26.1	cysteine/serine-rich nuclear protein 1-like {ECO:0000313|RefSeq:XP_014041360.1}
jgi|Nemve1|157862|estExt_gwp.C_10706	Bone morphogenetic protein 1
jgi|Nemve1|157870|estExt_gwp.C_10716	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
jgi|Nemve1|157887|estExt_gwp.C_20040	"Tryptophan 2,3-dioxygenase {ECO:0000255|HAMAP-Rule:MF_03020}"
jgi|Nemve1|157905|estExt_gwp.C_20077	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
jgi|Nemve1|157929|estExt_gwp.C_20127	"4-hydroxybenzoate polyprenyltransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03189}"
jgi|Nemve1|157950|estExt_gwp.C_20206	Tetratricopeptide repeat protein 38
jgi|Nemve1|157973|estExt_gwp.C_20274	Arylsulfatase J
jgi|Nemve1|157977|estExt_gwp.C_20278	Sister chromatid cohesion protein PDS5 homolog B
jgi|Nemve1|157985|estExt_gwp.C_20294	Coronin-7
jgi|Nemve1|158003|estExt_gwp.C_20337	"Alpha-(1,3)-fucosyltransferase 10"
jgi|Nemve1|158054|estExt_gwp.C_20454	Coiled-coil domain-containing protein 146
jgi|Nemve1|158066|estExt_gwp.C_20482	Ribonucleoside-diphosphate reductase large subunit
jgi|Nemve1|158071|estExt_gwp.C_20487	40S ribosomal protein S3
jgi|Nemve1|158093|estExt_gwp.C_20514	Testin
jgi|Nemve1|15810|gw.281.14.1	FMRF-amide neuropeptides
jgi|Nemve1|158158|estExt_gwp.C_30006	Single-strand selective monofunctional uracil DNA glycosylase
jgi|Nemve1|158170|estExt_gwp.C_30046	"C-1-tetrahydrofolate synthase, cytoplasmic"
jgi|Nemve1|158178|estExt_gwp.C_30054	"ATP-dependent zinc metalloprotease FTSH 4, mitochondrial"
jgi|Nemve1|15818|gw.281.16.1	Uncharacterized protein {ECO:0000313|VectorBase:GAUT050420-PA}
jgi|Nemve1|158213|estExt_gwp.C_30106	Kelch-like protein 18
jgi|Nemve1|158216|estExt_gwp.C_30110	Ras-related protein Rab-5C
jgi|Nemve1|158241|estExt_gwp.C_30137	Diphthine--ammonia ligase
jgi|Nemve1|158243|estExt_gwp.C_30148	E3 ubiquitin-protein ligase HECW1
jgi|Nemve1|158248|estExt_gwp.C_30175	Haloacid dehalogenase-like hydrolase domain-containing protein 2
jgi|Nemve1|158262|estExt_gwp.C_30220	"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A"
jgi|Nemve1|158265|estExt_gwp.C_30223	Protein transport protein Sec61 subunit beta
jgi|Nemve1|15826|gw.191.33.1	Periaxin {ECO:0000303|PubMed:8155317}
jgi|Nemve1|158326|estExt_gwp.C_30462	E3 ubiquitin-protein ligase NRDP1
jgi|Nemve1|158342|estExt_gwp.C_30479	Protein Wnt-1
jgi|Nemve1|158344|estExt_gwp.C_30496	WD repeat-containing protein 60
jgi|Nemve1|158355|estExt_gwp.C_30525	Transmembrane emp24 domain-containing protein 7
jgi|Nemve1|158359|estExt_gwp.C_30541	WD repeat-containing protein 86
jgi|Nemve1|158364|estExt_gwp.C_30546	Checkpoint protein HUS1
jgi|Nemve1|158372|estExt_gwp.C_30554	Ribulose-phosphate 3-epimerase
jgi|Nemve1|158380|estExt_gwp.C_30659	ATP-dependent RNA helicase DHX8
jgi|Nemve1|158385|estExt_gwp.C_30676	Solute carrier family 23 member 2 {ECO:0000250|UniProtKB:Q9UGH3}
jgi|Nemve1|158412|estExt_gwp.C_30728	EH domain-containing protein 1 {ECO:0000305}
jgi|Nemve1|158435|estExt_gwp.C_30781	Tuftelin-interacting protein 11
jgi|Nemve1|158438|estExt_gwp.C_30788	Ubiquitin-conjugating enzyme E2 Z
jgi|Nemve1|158453|estExt_gwp.C_40020	Plasma alpha-L-fucosidase
jgi|Nemve1|158469|estExt_gwp.C_40042	E3 ubiquitin-protein ligase RNF103
jgi|Nemve1|15846|gw.226.22.1	DNA-directed RNA polymerase II subunit RPB1
jgi|Nemve1|158478|estExt_gwp.C_40053	Uncharacterized protein {ECO:0000313|EMBL:ESO91558.1}
jgi|Nemve1|158484|estExt_gwp.C_40059	Gelsolin-like protein 1
jgi|Nemve1|158493|estExt_gwp.C_40076	Fibroblast growth factor receptor 4
jgi|Nemve1|158506|estExt_gwp.C_40124	Probable ATP-dependent RNA helicase DDX41
jgi|Nemve1|158520|estExt_gwp.C_40153	Low-density lipoprotein receptor-related protein 6
jgi|Nemve1|158535|estExt_gwp.C_40200	Putative ammonium transporter 1
jgi|Nemve1|15853|gw.321.26.1	Bile salt-activated lipase
jgi|Nemve1|158557|estExt_gwp.C_40244	U5 small nuclear ribonucleoprotein 200 kDa helicase
jgi|Nemve1|158576|estExt_gwp.C_40293	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
jgi|Nemve1|158591|estExt_gwp.C_40319	Probable allantoinase 1
jgi|Nemve1|158601|estExt_gwp.C_40334	"Acyl-CoA synthetase short-chain family member 3, mitochondrial"
jgi|Nemve1|158628|estExt_gwp.C_40407	Putative glutathione-specific gamma-glutamylcyclotransferase 2 {ECO:0000250|UniProtKB:Q9BUX1}
jgi|Nemve1|158666|estExt_gwp.C_40539	Guanine nucleotide-binding protein G(s) subunit alpha
jgi|Nemve1|158690|estExt_gwp.C_40638	NEDD4-like E3 ubiquitin-protein ligase WWP2
jgi|Nemve1|158694|estExt_gwp.C_40648	COMM domain-containing protein 4
jgi|Nemve1|158736|estExt_gwp.C_50111	Uncharacterized protein {ECO:0000313|EMBL:ESO84500.1}
jgi|Nemve1|158749|estExt_gwp.C_50167	Costars family protein v1g158749
jgi|Nemve1|158777|estExt_gwp.C_50210	Sentrin-specific protease 1
jgi|Nemve1|158806|estExt_gwp.C_50295	IQ calmodulin-binding motif-containing protein 1
jgi|Nemve1|158808|estExt_gwp.C_50297	Chromobox protein homolog 1
jgi|Nemve1|158829|estExt_gwp.C_50329	No_Description
jgi|Nemve1|158845|estExt_gwp.C_50351	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A
jgi|Nemve1|158852|estExt_gwp.C_50377	Mitogen-activated protein kinase kinase kinase kinase 3
jgi|Nemve1|158855|estExt_gwp.C_50380	Protein ABHD18 {ECO:0000305}
jgi|Nemve1|158857|estExt_gwp.C_50393	Gamma-aminobutyric acid type B receptor subunit 2
jgi|Nemve1|15887|gw.160.24.1	Alpha-amylase 4 {ECO:0000313|EMBL:KHN78382.1}
jgi|Nemve1|158880|estExt_gwp.C_50423	Alanyl-tRNA editing protein Aarsd1
jgi|Nemve1|158887|estExt_gwp.C_50442	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
jgi|Nemve1|158913|estExt_gwp.C_50489	BTB/POZ domain-containing protein 2
jgi|Nemve1|158927|estExt_gwp.C_50515	C-factor
jgi|Nemve1|158934|estExt_gwp.C_50528	Cytoplasmic dynein 1 intermediate chain 2
jgi|Nemve1|15895|gw.105.10.1	Uncharacterized protein {ECO:0000313|EMBL:KFO54084.1}
jgi|Nemve1|158977|estExt_gwp.C_50627	Cilia- and flagella-associated protein 70 {ECO:0000312|HGNC:HGNC:30726}
jgi|Nemve1|158987|estExt_gwp.C_50637	SOSS complex subunit B1
jgi|Nemve1|15898|gw.274.36.1	Werner syndrome ATP-dependent helicase
jgi|Nemve1|158998|estExt_gwp.C_50661	D-aminoacyl-tRNA deacylase 1 {ECO:0000250|UniProtKB:Q8IIS0}
jgi|Nemve1|159004|estExt_gwp.C_60036	Phosphatidylserine synthase 2
jgi|Nemve1|159012|estExt_gwp.C_60073	LARGE xylosyl- and glucuronyltransferase 2 {ECO:0000250|UniProtKB:Q8N3Y3}
jgi|Nemve1|159021|estExt_gwp.C_60122	Charged multivesicular body protein 7
jgi|Nemve1|159029|estExt_gwp.C_60146	Enolase 2 {ECO:0000255|HAMAP-Rule:MF_00318}
jgi|Nemve1|159041|estExt_gwp.C_60164	"Ornithine aminotransferase, mitochondrial"
jgi|Nemve1|159064|estExt_gwp.C_60198	"Cysteine--tRNA ligase, cytoplasmic"
jgi|Nemve1|159077|estExt_gwp.C_60216	Alpha-centractin
jgi|Nemve1|159083|estExt_gwp.C_60223	Dedicator of cytokinesis protein 1
jgi|Nemve1|159087|estExt_gwp.C_60235	Protein max
jgi|Nemve1|159091|estExt_gwp.C_60239	Probable methyltransferase-like protein 15 homolog
jgi|Nemve1|159109|estExt_gwp.C_60273	Adenine DNA glycosylase
jgi|Nemve1|159148|estExt_gwp.C_60363	UPF0668 protein C10orf76 homolog
jgi|Nemve1|159164|estExt_gwp.C_60417	Multidrug resistance-associated protein 4
jgi|Nemve1|159188|estExt_gwp.C_60449	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 {ECO:0000305}
jgi|Nemve1|159193|estExt_gwp.C_60454	Casein kinase I isoform alpha
jgi|Nemve1|159210|estExt_gwp.C_60482	Ubiquitin-conjugating enzyme E2 H
jgi|Nemve1|159238|estExt_gwp.C_60550	"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase"
jgi|Nemve1|159278|estExt_gwp.C_70073	Radial spoke head protein 4 homolog A
jgi|Nemve1|159282|estExt_gwp.C_70078	Testis-expressed protein 30
jgi|Nemve1|159283|estExt_gwp.C_70082	Coiled-coil domain-containing protein 170
jgi|Nemve1|159302|estExt_gwp.C_70102	BTB/POZ domain-containing protein KCTD3
jgi|Nemve1|159311|estExt_gwp.C_70118	Protein AAR2 homolog
jgi|Nemve1|159317|estExt_gwp.C_70126	Tetratricopeptide repeat protein 8
jgi|Nemve1|159334|estExt_gwp.C_70225	"Pyruvate carboxylase, mitochondrial"
jgi|Nemve1|15934|gw.3162.1.1	Nidogen-1
jgi|Nemve1|159364|estExt_gwp.C_70324	Ubiquitin-40S ribosomal protein S27a
jgi|Nemve1|159381|estExt_gwp.C_70388	Integral membrane protein GPR137B
jgi|Nemve1|159419|estExt_gwp.C_70455	Calcineurin subunit B type 1
jgi|Nemve1|159424|estExt_gwp.C_70479	Isochorismatase domain-containing protein 2
jgi|Nemve1|159435|estExt_gwp.C_70515	Programmed cell death protein 2
jgi|Nemve1|159439|estExt_gwp.C_70523	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
jgi|Nemve1|159444|estExt_gwp.C_70531	Lysine-specific demethylase 8
jgi|Nemve1|159483|estExt_gwp.C_80106	Histone H3
jgi|Nemve1|15948|gw.4463.4.1	Melanoma-associated antigen E1
jgi|Nemve1|159493|estExt_gwp.C_80126	Fibropellin-1
jgi|Nemve1|159517|estExt_gwp.C_80165	Tetratricopeptide repeat protein 30A
jgi|Nemve1|159532|estExt_gwp.C_80183	UBA-like domain-containing protein 2
jgi|Nemve1|159544|estExt_gwp.C_80199	Sodium-independent sulfate anion transporter
jgi|Nemve1|159560|estExt_gwp.C_80273	Uncharacterized protein {ECO:0000313|EMBL:ESP04838.1}
jgi|Nemve1|159579|estExt_gwp.C_80378	SUMO-conjugating enzyme UBC9-A
jgi|Nemve1|159589|estExt_gwp.C_80405	40S ribosomal protein S15a
jgi|Nemve1|159597|estExt_gwp.C_80422	Diacylglycerol kinase epsilon
jgi|Nemve1|159600|estExt_gwp.C_80425	Serine/threonine-protein kinase SMG1
jgi|Nemve1|159607|estExt_gwp.C_80442	Lipase maturation factor 1
jgi|Nemve1|159633|estExt_gwp.C_90025	Uncharacterized protein C1orf228 homolog
jgi|Nemve1|159647|estExt_gwp.C_90076	F-box/LRR-repeat protein 13
jgi|Nemve1|159662|estExt_gwp.C_90328	Protein artemis
jgi|Nemve1|159698|estExt_gwp.C_90414	Nicolin-1
jgi|Nemve1|159710|estExt_gwp.C_90435	Galactosylceramide sulfotransferase
jgi|Nemve1|159727|estExt_gwp.C_90480	Leucine-rich repeat-containing protein 40
jgi|Nemve1|159736|estExt_gwp.C_90505	"Glutaryl-CoA dehydrogenase, mitochondrial"
jgi|Nemve1|159738|estExt_gwp.C_90507	EKC/KEOPS complex subunit Lage3
jgi|Nemve1|159748|estExt_gwp.C_90651	Protein lifeguard 4
jgi|Nemve1|159749|estExt_gwp.C_90653	Calcium-independent phospholipase A2-gamma
jgi|Nemve1|159761|estExt_gwp.C_100035	Phosphomannomutase
jgi|Nemve1|159777|estExt_gwp.C_100063	Rho GTPase-activating protein 44
jgi|Nemve1|159788|estExt_gwp.C_100077	"Dynein beta chain, ciliary"
jgi|Nemve1|159793|estExt_gwp.C_100098	E3 ubiquitin-protein ligase TRAF7
jgi|Nemve1|15979|gw.298.3.1	Rho guanine nucleotide exchange factor 28
jgi|Nemve1|159822|estExt_gwp.C_100221	Caskin-1
jgi|Nemve1|159852|estExt_gwp.C_100380	Anoctamin-4
jgi|Nemve1|159899|estExt_gwp.C_110043	Sphingosine-1-phosphate lyase 1 {ECO:0000305}
jgi|Nemve1|159908|estExt_gwp.C_110066	Molybdate-anion transporter
jgi|Nemve1|159915|estExt_gwp.C_110092	Glyoxylate reductase/hydroxypyruvate reductase
jgi|Nemve1|159917|estExt_gwp.C_110094	"Glucose-6-phosphate exchanger SLC37A4 {ECO:0000305|PubMed:10026167, ECO:0000305|PubMed:21949678}"
jgi|Nemve1|159935|estExt_gwp.C_110123	Talin-2
jgi|Nemve1|159961|estExt_gwp.C_110264	Oxysterol-binding protein-related protein 11
jgi|Nemve1|159983|estExt_gwp.C_110327	Translocation protein SEC62
jgi|Nemve1|159984|estExt_gwp.C_110331	Riboflavin kinase
jgi|Nemve1|160000|estExt_gwp.C_110424	V-type proton ATPase subunit C
jgi|Nemve1|160028|estExt_gwp.C_110511	Tyrosine-protein phosphatase Lar
jgi|Nemve1|160033|estExt_gwp.C_110529	Receptor-type tyrosine-protein phosphatase alpha
jgi|Nemve1|16003|gw.235.37.1	Collagen alpha-2(IV) chain
